timestamp,price_eur_mwh,volume_mwh
2025-07-19 11:53:25,51.47,857.94
2025-07-19 12:53:25,60.21,343.63
2025-07-19 13:53:25,51.12,106.34
2025-07-19 14:53:25,49.85,869.78
2025-07-19 15:53:25,60.17,668.1
2025-07-19 16:53:25,56.84,941.31
2025-07-19 17:53:25,59.95,910.86
2025-07-19 18:53:25,55.31,588.63
2025-07-19 19:53:25,54.49,811.84
2025-07-19 20:53:25,38.37,914.51
2025-07-19 21:53:25,49.44,485.39
2025-07-19 22:53:25,40.47,613.96
2025-07-19 23:53:25,43.57,487.57
2025-07-20 00:53:25,37.07,488.45
2025-07-20 01:53:25,43.15,109.29
2025-07-20 02:53:25,44.01,484.15
2025-07-20 03:53:25,39.4,547.92
2025-07-20 04:53:25,32.32,208.1
2025-07-20 05:53:25,41.2,163.98
2025-07-20 06:53:25,35.7,275.42
2025-07-20 07:53:25,43.21,778.3
2025-07-20 08:53:25,61.35,212.93
2025-07-20 09:53:25,52.68,655.99
2025-07-20 10:53:25,58.83,788.01
2025-07-20 11:53:25,56.52,624.07
2025-07-20 12:53:25,54.4,218.3
2025-07-20 13:53:25,58.91,711.17
2025-07-20 14:53:25,58.44,377.32
2025-07-20 15:53:25,54.86,572.93
2025-07-20 16:53:25,52.04,175.57
2025-07-20 17:53:25,50.39,402.59
2025-07-20 18:53:25,46.13,690.23
2025-07-20 19:53:25,51.56,597.08
2025-07-20 20:53:25,42.32,689.66
2025-07-20 21:53:25,51.02,722.85
2025-07-20 22:53:25,33.42,591.97
2025-07-20 23:53:25,35.43,935.76
2025-07-21 00:53:25,45.13,767.78
2025-07-21 01:53:25,34.99,636.79
2025-07-21 02:53:25,43.24,742.55
2025-07-21 03:53:25,41.66,130.67
2025-07-21 04:53:25,48.55,803.14
2025-07-21 05:53:25,40.42,557.71
2025-07-21 06:53:25,41.28,377.53
2025-07-21 07:53:25,41.71,386.76
2025-07-21 08:53:25,62.88,486.75
2025-07-21 09:53:25,58.24,909.71
2025-07-21 10:53:25,55.7,949.56
2025-07-21 11:53:25,65.36,358.6
2025-07-21 12:53:25,58.2,769.8
2025-07-21 13:53:25,59.92,346.99
2025-07-21 14:53:25,56.47,279.42
2025-07-21 15:53:25,62.34,897.49
2025-07-21 16:53:25,62.77,859.38
2025-07-21 17:53:25,63.93,719.66
2025-07-21 18:53:25,56.9,510.7
2025-07-21 19:53:25,54.29,481.1
2025-07-21 20:53:25,43.68,263.02
2025-07-21 21:53:25,53.52,436.75
2025-07-21 22:53:25,41.23,942.37
2025-07-21 23:53:25,42.99,217.44
2025-07-22 00:53:25,32.74,587.33
2025-07-22 01:53:25,36.88,163.23
2025-07-22 02:53:25,37.76,967.08
2025-07-22 03:53:25,39.01,284.28
2025-07-22 04:53:25,39.29,153.3
2025-07-22 05:53:25,36.85,330.33
2025-07-22 06:53:25,36.04,670.73
2025-07-22 07:53:25,47.24,215.04
2025-07-22 08:53:25,59.07,485.83
2025-07-22 09:53:25,68.9,348.38
2025-07-22 10:53:25,53.07,197.15
2025-07-22 11:53:25,60.39,178.75
2025-07-22 12:53:25,61.7,904.47
2025-07-22 13:53:25,57.74,335.98
2025-07-22 14:53:25,60.35,637.1
2025-07-22 15:53:25,57.54,821.05
2025-07-22 16:53:25,62.76,274.46
2025-07-22 17:53:25,67.44,962.95
2025-07-22 18:53:25,61.62,860.89
2025-07-22 19:53:25,61.93,683.36
2025-07-22 20:53:25,45.83,757.23
2025-07-22 21:53:25,51.0,420.9
2025-07-22 22:53:25,40.36,120.68
2025-07-22 23:53:25,36.68,501.93
2025-07-23 00:53:25,37.37,994.76
2025-07-23 01:53:25,47.64,940.93
2025-07-23 02:53:25,41.07,382.73
2025-07-23 03:53:25,36.01,778.17
2025-07-23 04:53:25,42.75,226.65
2025-07-23 05:53:25,42.25,301.77
2025-07-23 06:53:25,42.08,722.18
2025-07-23 07:53:25,42.54,391.13
2025-07-23 08:53:25,61.17,172.7
2025-07-23 09:53:25,60.46,233.87
2025-07-23 10:53:25,63.74,334.16
2025-07-23 11:53:25,52.84,806.13
2025-07-23 12:53:25,65.03,722.89
2025-07-23 13:53:25,58.56,469.82
2025-07-23 14:53:25,62.49,730.94
2025-07-23 15:53:25,60.44,649.69
2025-07-23 16:53:25,54.5,666.12
2025-07-23 17:53:25,53.56,464.87
2025-07-23 18:53:25,56.62,312.11
2025-07-23 19:53:25,62.94,574.54
2025-07-23 20:53:25,48.06,240.14
2025-07-23 21:53:25,52.39,169.86
2025-07-23 22:53:25,41.12,981.83
2025-07-23 23:53:25,42.11,424.63
2025-07-24 00:53:25,37.08,489.84
2025-07-24 01:53:25,36.52,683.47
2025-07-24 02:53:25,40.29,358.35
2025-07-24 03:53:25,36.44,604.38
2025-07-24 04:53:25,46.97,735.04
2025-07-24 05:53:25,32.0,483.42
2025-07-24 06:53:25,42.14,492.49
2025-07-24 07:53:25,53.02,290.87
2025-07-24 08:53:25,63.94,297.15
2025-07-24 09:53:25,61.31,334.94
2025-07-24 10:53:25,53.18,686.43
2025-07-24 11:53:25,63.27,844.42
2025-07-24 12:53:25,63.48,604.08
2025-07-24 13:53:25,55.57,656.58
2025-07-24 14:53:25,58.89,988.29
2025-07-24 15:53:25,67.27,254.11
2025-07-24 16:53:25,57.17,298.58
2025-07-24 17:53:25,56.99,651.11
2025-07-24 18:53:25,60.58,385.31
2025-07-24 19:53:25,60.09,243.73
2025-07-24 20:53:25,48.7,506.41
2025-07-24 21:53:25,46.45,123.54
2025-07-24 22:53:25,41.17,307.2
2025-07-24 23:53:25,48.02,220.35
2025-07-25 00:53:25,33.7,169.05
2025-07-25 01:53:25,47.23,701.28
2025-07-25 02:53:25,33.01,739.4
2025-07-25 03:53:25,33.97,621.5
2025-07-25 04:53:25,37.56,142.06
2025-07-25 05:53:25,45.53,641.11
2025-07-25 06:53:25,40.4,449.5
2025-07-25 07:53:25,48.31,587.04
2025-07-25 08:53:25,65.45,305.53
2025-07-25 09:53:25,65.19,765.89
2025-07-25 10:53:25,56.93,256.58
2025-07-25 11:53:25,67.66,528.11
2025-07-25 12:53:25,64.47,621.68
2025-07-25 13:53:25,59.99,278.08
2025-07-25 14:53:25,51.12,893.5
2025-07-25 15:53:25,60.89,713.57
2025-07-25 16:53:25,67.08,382.18
2025-07-25 17:53:25,62.45,267.64
2025-07-25 18:53:25,60.38,557.09
2025-07-25 19:53:25,60.08,630.3
2025-07-25 20:53:25,49.68,252.48
2025-07-25 21:53:25,52.4,827.61
2025-07-25 22:53:25,36.91,354.89
2025-07-25 23:53:25,39.58,971.96
2025-07-26 00:53:25,39.94,534.86
2025-07-26 01:53:25,34.34,604.05
2025-07-26 02:53:25,36.85,437.25
2025-07-26 03:53:25,32.46,107.08
2025-07-26 04:53:25,38.54,690.1
2025-07-26 05:53:25,34.96,602.06
2025-07-26 06:53:25,40.51,700.78
2025-07-26 07:53:25,42.82,178.4
2025-07-26 08:53:25,56.51,989.4
2025-07-26 09:53:25,61.77,842.77
2025-07-26 10:53:25,61.83,720.96
2025-07-26 11:53:25,51.14,633.14
2025-07-26 12:53:25,54.61,234.13
2025-07-26 13:53:25,52.82,301.88
2025-07-26 14:53:25,56.86,328.62
2025-07-26 15:53:25,50.93,480.49
2025-07-26 16:53:25,55.37,853.96
2025-07-26 17:53:25,56.88,523.33
2025-07-26 18:53:25,51.17,665.81
2025-07-26 19:53:25,58.36,301.04
2025-07-26 20:53:25,42.78,445.92
2025-07-26 21:53:25,38.59,420.49
2025-07-26 22:53:25,39.12,237.52
2025-07-26 23:53:25,38.15,448.46
2025-07-27 00:53:25,34.31,187.06
2025-07-27 01:53:25,30.59,467.52
2025-07-27 02:53:25,28.9,120.44
2025-07-27 03:53:25,38.23,546.12
2025-07-27 04:53:25,30.44,661.46
2025-07-27 05:53:25,36.43,561.83
2025-07-27 06:53:25,33.9,349.41
2025-07-27 07:53:25,46.15,717.41
2025-07-27 08:53:25,52.85,667.69
2025-07-27 09:53:25,51.84,918.46
2025-07-27 10:53:25,48.67,578.04
2025-07-27 11:53:25,50.25,439.73
2025-07-27 12:53:25,47.45,124.76
2025-07-27 13:53:25,48.97,683.15
2025-07-27 14:53:25,52.6,809.48
2025-07-27 15:53:25,55.72,234.46
2025-07-27 16:53:25,48.19,743.08
2025-07-27 17:53:25,49.96,334.94
2025-07-27 18:53:25,57.19,441.64
2025-07-27 19:53:25,56.17,231.83
2025-07-27 20:53:25,53.26,281.38
2025-07-27 21:53:25,43.46,927.48
2025-07-27 22:53:25,34.11,903.39
2025-07-27 23:53:25,38.89,868.26
2025-07-28 00:53:25,35.69,688.05
2025-07-28 01:53:25,43.51,412.24
2025-07-28 02:53:25,41.51,795.96
2025-07-28 03:53:25,39.49,882.55
2025-07-28 04:53:25,44.29,160.35
2025-07-28 05:53:25,40.11,222.37
2025-07-28 06:53:25,37.47,148.89
2025-07-28 07:53:25,57.34,550.9
2025-07-28 08:53:25,55.66,677.88
2025-07-28 09:53:25,59.7,222.41
2025-07-28 10:53:25,60.01,507.82
2025-07-28 11:53:25,55.85,830.8
2025-07-28 12:53:25,61.54,208.05
2025-07-28 13:53:25,62.07,757.68
2025-07-28 14:53:25,53.35,170.09
2025-07-28 15:53:25,58.09,903.94
2025-07-28 16:53:25,58.92,207.12
2025-07-28 17:53:25,57.83,771.58
2025-07-28 18:53:25,52.97,211.33
2025-07-28 19:53:25,65.54,922.85
2025-07-28 20:53:25,54.67,868.68
2025-07-28 21:53:25,45.41,866.9
2025-07-28 22:53:25,43.14,557.98
2025-07-28 23:53:25,32.35,263.1
2025-07-29 00:53:25,39.63,436.09
2025-07-29 01:53:25,39.11,668.38
2025-07-29 02:53:25,39.88,222.76
2025-07-29 03:53:25,31.94,897.52
2025-07-29 04:53:25,37.36,483.46
2025-07-29 05:53:25,35.91,731.22
2025-07-29 06:53:25,43.74,716.06
2025-07-29 07:53:25,50.29,704.82
2025-07-29 08:53:25,64.91,429.02
2025-07-29 09:53:25,67.45,163.65
2025-07-29 10:53:25,57.27,354.77
2025-07-29 11:53:25,59.69,222.57
2025-07-29 12:53:25,60.59,348.17
2025-07-29 13:53:25,53.57,649.24
2025-07-29 14:53:25,62.41,114.74
2025-07-29 15:53:25,59.61,933.39
2025-07-29 16:53:25,55.05,730.86
2025-07-29 17:53:25,63.08,914.73
2025-07-29 18:53:25,61.83,147.13
2025-07-29 19:53:25,62.11,615.75
2025-07-29 20:53:25,55.94,636.36
2025-07-29 21:53:25,50.21,212.94
2025-07-29 22:53:25,39.53,999.32
2025-07-29 23:53:25,47.31,211.37
2025-07-30 00:53:25,39.98,441.0
2025-07-30 01:53:25,45.3,311.71
2025-07-30 02:53:25,40.75,349.71
2025-07-30 03:53:25,42.62,198.8
2025-07-30 04:53:25,32.69,171.5
2025-07-30 05:53:25,34.0,217.79
2025-07-30 06:53:25,34.86,773.87
2025-07-30 07:53:25,45.23,131.82
2025-07-30 08:53:25,58.75,454.36
2025-07-30 09:53:25,62.68,767.04
2025-07-30 10:53:25,59.42,314.41
2025-07-30 11:53:25,53.4,520.84
2025-07-30 12:53:25,62.07,927.72
2025-07-30 13:53:25,65.86,331.05
2025-07-30 14:53:25,51.07,886.64
2025-07-30 15:53:25,60.1,948.34
2025-07-30 16:53:25,58.08,661.77
2025-07-30 17:53:25,66.57,587.43
2025-07-30 18:53:25,63.61,304.18
2025-07-30 19:53:25,66.03,676.67
2025-07-30 20:53:25,46.39,901.33
2025-07-30 21:53:25,56.17,788.16
2025-07-30 22:53:25,37.43,874.21
2025-07-30 23:53:25,33.7,558.39
2025-07-31 00:53:25,38.76,798.37
2025-07-31 01:53:25,45.36,630.66
2025-07-31 02:53:25,45.12,206.55
2025-07-31 03:53:25,36.9,267.1
2025-07-31 04:53:25,49.22,724.25
2025-07-31 05:53:25,45.87,753.51
2025-07-31 06:53:25,40.55,892.41
2025-07-31 07:53:25,47.21,642.1
2025-07-31 08:53:25,53.89,231.21
2025-07-31 09:53:25,60.4,823.18
2025-07-31 10:53:25,64.7,353.52
2025-07-31 11:53:25,62.26,525.1
2025-07-31 12:53:25,55.81,805.55
2025-07-31 13:53:25,60.03,810.87
2025-07-31 14:53:25,63.08,852.49
2025-07-31 15:53:25,66.02,841.17
2025-07-31 16:53:25,60.55,245.89
2025-07-31 17:53:25,58.69,915.32
2025-07-31 18:53:25,56.58,784.01
2025-07-31 19:53:25,64.55,453.43
2025-07-31 20:53:25,53.43,608.54
2025-07-31 21:53:25,52.33,832.95
2025-07-31 22:53:25,39.19,640.34
2025-07-31 23:53:25,43.17,913.27
2025-08-01 00:53:25,38.27,603.63
2025-08-01 01:53:25,39.62,574.0
2025-08-01 02:53:25,34.3,848.8
2025-08-01 03:53:25,46.71,578.11
2025-08-01 04:53:25,37.82,882.55
2025-08-01 05:53:25,41.05,390.14
2025-08-01 06:53:25,40.17,171.81
2025-08-01 07:53:25,43.43,757.4
2025-08-01 08:53:25,68.38,227.74
2025-08-01 09:53:25,57.07,362.41
2025-08-01 10:53:25,59.91,232.35
2025-08-01 11:53:25,56.77,266.5
2025-08-01 12:53:25,55.35,816.75
2025-08-01 13:53:25,64.81,306.77
2025-08-01 14:53:25,56.42,437.35
2025-08-01 15:53:25,60.28,376.41
2025-08-01 16:53:25,56.3,374.09
2025-08-01 17:53:25,66.51,676.47
2025-08-01 18:53:25,64.15,960.52
2025-08-01 19:53:25,56.57,754.28
2025-08-01 20:53:25,51.12,475.14
2025-08-01 21:53:25,43.61,865.21
2025-08-01 22:53:25,37.91,226.19
2025-08-01 23:53:25,38.72,217.3
2025-08-02 00:53:25,34.34,833.5
2025-08-02 01:53:25,38.61,401.67
2025-08-02 02:53:25,33.73,493.42
2025-08-02 03:53:25,41.75,163.22
2025-08-02 04:53:25,32.54,916.15
2025-08-02 05:53:25,33.22,827.67
2025-08-02 06:53:25,30.48,101.84
2025-08-02 07:53:25,39.12,231.8
2025-08-02 08:53:25,60.22,510.07
2025-08-02 09:53:25,50.37,219.22
2025-08-02 10:53:25,48.96,229.87
2025-08-02 11:53:25,55.54,366.88
2025-08-02 12:53:25,51.46,242.47
2025-08-02 13:53:25,58.01,828.82
2025-08-02 14:53:25,58.12,915.26
2025-08-02 15:53:25,53.03,980.91
2025-08-02 16:53:25,46.28,198.0
2025-08-02 17:53:25,55.0,543.21
2025-08-02 18:53:25,53.44,146.35
2025-08-02 19:53:25,57.04,481.55
2025-08-02 20:53:25,44.14,763.08
2025-08-02 21:53:25,53.45,300.0
2025-08-02 22:53:25,35.85,217.27
2025-08-02 23:53:25,32.47,423.27
2025-08-03 00:53:25,33.69,590.91
2025-08-03 01:53:25,39.47,670.67
2025-08-03 02:53:25,32.71,483.12
2025-08-03 03:53:25,29.26,900.0
2025-08-03 04:53:25,39.25,614.82
2025-08-03 05:53:25,41.48,427.7
2025-08-03 06:53:25,35.89,993.85
2025-08-03 07:53:25,36.77,805.11
2025-08-03 08:53:25,54.41,183.86
2025-08-03 09:53:25,45.33,775.91
2025-08-03 10:53:25,54.56,295.79
2025-08-03 11:53:25,55.89,779.58
2025-08-03 12:53:25,51.3,862.84
2025-08-03 13:53:25,51.41,190.89
2025-08-03 14:53:25,48.31,660.68
2025-08-03 15:53:25,51.95,997.84
2025-08-03 16:53:25,52.81,369.6
2025-08-03 17:53:25,58.86,529.73
2025-08-03 18:53:25,60.65,558.87
2025-08-03 19:53:25,58.55,782.01
2025-08-03 20:53:25,46.27,741.19
2025-08-03 21:53:25,45.67,720.47
2025-08-03 22:53:25,38.91,508.23
2025-08-03 23:53:25,29.65,366.59
2025-08-04 00:53:25,46.11,372.67
2025-08-04 01:53:25,38.44,787.07
2025-08-04 02:53:25,41.8,372.57
2025-08-04 03:53:25,36.97,110.88
2025-08-04 04:53:25,40.79,734.06
2025-08-04 05:53:25,39.57,402.57
2025-08-04 06:53:25,39.48,687.76
2025-08-04 07:53:25,50.55,263.8
2025-08-04 08:53:25,64.36,824.67
2025-08-04 09:53:25,60.82,380.79
2025-08-04 10:53:25,59.93,221.77
2025-08-04 11:53:25,61.63,575.94
2025-08-04 12:53:25,61.81,646.82
2025-08-04 13:53:25,59.56,419.47
2025-08-04 14:53:25,59.65,103.73
2025-08-04 15:53:25,57.62,516.23
2025-08-04 16:53:25,57.87,744.43
2025-08-04 17:53:25,65.66,365.41
2025-08-04 18:53:25,60.99,199.98
2025-08-04 19:53:25,63.11,613.06
2025-08-04 20:53:25,52.13,490.01
2025-08-04 21:53:25,42.06,908.32
2025-08-04 22:53:25,33.33,694.26
2025-08-04 23:53:25,42.14,989.54
2025-08-05 00:53:25,39.44,150.57
2025-08-05 01:53:25,40.29,677.4
2025-08-05 02:53:25,40.95,833.82
2025-08-05 03:53:25,38.3,650.93
2025-08-05 04:53:25,44.09,437.07
2025-08-05 05:53:25,40.2,305.18
2025-08-05 06:53:25,39.47,950.84
2025-08-05 07:53:25,51.69,620.43
2025-08-05 08:53:25,58.84,635.89
2025-08-05 09:53:25,65.71,693.16
2025-08-05 10:53:25,67.41,639.71
2025-08-05 11:53:25,56.01,471.22
2025-08-05 12:53:25,56.29,196.07
2025-08-05 13:53:25,56.85,118.31
2025-08-05 14:53:25,55.49,457.35
2025-08-05 15:53:25,65.87,794.52
2025-08-05 16:53:25,53.89,280.47
2025-08-05 17:53:25,56.82,385.14
2025-08-05 18:53:25,59.91,710.54
2025-08-05 19:53:25,54.08,159.4
2025-08-05 20:53:25,54.82,259.87
2025-08-05 21:53:25,54.75,259.3
2025-08-05 22:53:25,35.36,483.92
2025-08-05 23:53:25,34.21,949.72
2025-08-06 00:53:25,42.27,827.78
2025-08-06 01:53:25,40.38,418.15
2025-08-06 02:53:25,36.59,429.33
2025-08-06 03:53:25,40.45,422.5
2025-08-06 04:53:25,38.6,377.42
2025-08-06 05:53:25,43.98,406.77
2025-08-06 06:53:25,42.11,654.37
2025-08-06 07:53:25,50.65,429.37
2025-08-06 08:53:25,69.56,495.69
2025-08-06 09:53:25,63.62,181.58
2025-08-06 10:53:25,54.38,638.97
2025-08-06 11:53:25,58.63,817.11
2025-08-06 12:53:25,64.57,544.92
2025-08-06 13:53:25,54.97,844.54
2025-08-06 14:53:25,67.03,141.72
2025-08-06 15:53:25,58.83,741.69
2025-08-06 16:53:25,58.11,810.71
2025-08-06 17:53:25,58.67,374.73
2025-08-06 18:53:25,62.23,987.57
2025-08-06 19:53:25,62.12,388.98
2025-08-06 20:53:25,46.96,913.44
2025-08-06 21:53:25,52.33,222.92
2025-08-06 22:53:25,38.69,735.27
2025-08-06 23:53:25,38.77,573.78
2025-08-07 00:53:25,40.27,183.43
2025-08-07 01:53:25,42.16,667.97
2025-08-07 02:53:25,38.97,952.89
2025-08-07 03:53:25,32.3,215.4
2025-08-07 04:53:25,43.72,876.78
2025-08-07 05:53:25,37.91,857.26
2025-08-07 06:53:25,37.98,336.62
2025-08-07 07:53:25,54.96,850.14
2025-08-07 08:53:25,54.46,476.35
2025-08-07 09:53:25,57.54,575.6
2025-08-07 10:53:25,61.31,985.63
2025-08-07 11:53:25,64.33,288.33
2025-08-07 12:53:25,52.14,458.86
2025-08-07 13:53:25,58.0,292.66
2025-08-07 14:53:25,63.65,642.71
2025-08-07 15:53:25,60.42,203.42
2025-08-07 16:53:25,58.16,114.47
2025-08-07 17:53:25,54.33,920.98
2025-08-07 18:53:25,65.24,843.53
2025-08-07 19:53:25,53.57,955.31
2025-08-07 20:53:25,51.06,984.71
2025-08-07 21:53:25,47.92,305.45
2025-08-07 22:53:25,40.61,193.2
2025-08-07 23:53:25,43.11,115.36
2025-08-08 00:53:25,39.27,281.91
2025-08-08 01:53:25,35.7,963.73
2025-08-08 02:53:25,44.63,660.42
2025-08-08 03:53:25,40.65,293.39
2025-08-08 04:53:25,44.95,804.05
2025-08-08 05:53:25,42.89,300.49
2025-08-08 06:53:25,46.71,717.3
2025-08-08 07:53:25,48.92,725.21
2025-08-08 08:53:25,55.16,110.61
2025-08-08 09:53:25,59.96,586.78
2025-08-08 10:53:25,63.64,774.68
2025-08-08 11:53:25,56.13,931.35
2025-08-08 12:53:25,61.7,150.97
2025-08-08 13:53:25,65.41,252.87
2025-08-08 14:53:25,59.41,302.83
2025-08-08 15:53:25,59.01,352.07
2025-08-08 16:53:25,60.73,345.08
2025-08-08 17:53:25,60.65,699.48
2025-08-08 18:53:25,59.43,666.29
2025-08-08 19:53:25,65.59,307.59
2025-08-08 20:53:25,54.04,449.72
2025-08-08 21:53:25,47.2,757.17
2025-08-08 22:53:25,43.76,550.63
2025-08-08 23:53:25,40.44,581.8
2025-08-09 00:53:25,34.94,908.89
2025-08-09 01:53:25,29.58,123.31
2025-08-09 02:53:25,36.19,999.01
2025-08-09 03:53:25,33.01,321.77
2025-08-09 04:53:25,43.58,889.44
2025-08-09 05:53:25,40.35,279.63
2025-08-09 06:53:25,37.72,809.82
2025-08-09 07:53:25,38.53,187.45
2025-08-09 08:53:25,50.57,860.02
2025-08-09 09:53:25,49.62,250.84
2025-08-09 10:53:25,58.56,475.95
2025-08-09 11:53:25,46.75,155.1
2025-08-09 12:53:25,51.29,658.0
2025-08-09 13:53:25,46.98,274.36
2025-08-09 14:53:25,58.27,510.46
2025-08-09 15:53:25,51.02,996.53
2025-08-09 16:53:25,52.75,525.29
2025-08-09 17:53:25,50.87,106.83
2025-08-09 18:53:25,59.04,945.83
2025-08-09 19:53:25,54.19,245.69
2025-08-09 20:53:25,47.55,435.78
2025-08-09 21:53:25,47.61,525.05
2025-08-09 22:53:25,40.62,821.17
2025-08-09 23:53:25,39.62,418.77
2025-08-10 00:53:25,32.68,778.45
